Column,name,wiki_name,birth_date,link,born_place,lat,long,Born in,kneset,Knesset_number,education,occupations,army_service,language
313,דנינו דוד,,01/01/1924,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=367,מרקש-מרוקו,31.63416,-7.99994,מרוקו,חבר הכנסת ה-11,11,['- למד בישיבות מרקש וקזבלנקה.  - למד בסמינר למורים ובקורסים להשתלמויות מורים באוניברסיטת בר-אילן.  - מוסמך לרבנות ולהוראה.'],,,
314,דקל מיכאל,,01/08/1920,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=368,פינסק-פולין,52,20,פולין,"חבר הכנסת ה-9, 10, 11","9 ,10 ,11","['- למד בבית-ספר עברי ברשת בתי-הספר ”תרבות”, ובישראל למד בבית-ספר תיכון אקסטרני.  - למד מדעי-המדינה, כלכלה וסוציולוגיה באוניברסיטת תל-אביב.']",,"- במלחמת העולם השנייה, בשנים 1943–1944 שירת בצבא הסובייטי, ובשנים 1944–1946 שירת בצבא הפולני.
- לאחר המלחמה היה מפקד קן בית”ר במחנה העקורים בהליין באוסטריה.
- היה חבר מפקדת האצ”ל באוסטריה.",
315,דראושה עבד-אלוהאב,,12/10/1943,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=40,כפר-איכסאל-ישראל,31.5,34.75,ישראל,"חבר הכנסת ה-11, 12, 13, 14","11 ,12 ,13 ,14",['- בוגר סמינר למורים  - תואר בוגר מאוניברסיטת חיפה בחוגים היסטוריה כללית וחינוך  - לימודי מינהל ופיקוח  - השתלמויות נוספות בארץ ובחו”ל  - לימודי אנגלית והדרכת מורים'],"['מחנך, מנהל בית ספר מקיף ומפקח במשרד החינוך והתרבות']",,"אנגלית, ערבית"
316,דרובלס מתתיהו,,20/04/1931,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=369,ורשה-פולין,52.22977,21.01178,פולין,"חבר הכנסת ה-7, 8","7 ,8",['למד בבית-ספר תיכון בבואנוס-איירס בארגנטינה.'],,,
317,דרוקמן חיים,,15/11/1932,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=202,קוטי-פולין,52,20,פולין,"חבר הכנסת ה-9, 10, 11, 15","9 ,10 ,11 ,15","['למד במוסד ”עלייה” בפתח-תקווה, בישיבת בני-עקיבא בכפר הרוא”ה ובישיבת ”מרכז הרב” בירושלים.']",['רב'],חבר בגרעין הראשון של בני-עקיבא בנח”ל,"שפות
אנגלית, יידיש"
318,דרורי אברהם,,23/05/1919,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=370,לודז`-פולין,52,20,פולין,"חבר הכנסת ה-4, 5","4 ,5",,,"- חבר באצ”ל.
- שירת בצה”ל והשתחרר בדרגת רב-סרן.",
319,דרורי חסיה,,01/01/1899,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=371,הומל-רוסיה,60,100,רוסיה,חברת הכנסת ה-1,1,,,,
320,דרניצקי יהודה,,26/04/1910,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=372,אודסה-רוסיה,60,100,רוסיה,חבר הכנסת ה-8,8,['- השכלה תיכונית.  - שנת לימודים ב-London School of Economics.'],,,
321,דרעי אריה מכלוף,Aryeh Deri,"ט' באדר תשי""ט, 17/02/1959",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=41,מקנס-מרוקו,33.89352,-5.54727,מרוקו,"13 ,14 ,19 ,20 ,21 ,22 ,23-חבר כנסת ה","13 ,14 ,19 ,20 ,21 ,22 ,23",['- לימודים בישיבת ”פורת יוסף” בירושלים  - לימודים בישיבת חברון בירושלים'],,,"שפות
צרפתית, מרוקנית"
322,האוזנר גדעון,,26/09/1915,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=373,לבוב-פולין,52,20,פולין,"חבר הכנסת ה-6, 7, 8, 9","6 ,7 ,8 ,9",['- למד בבית-ספר יסודי עברי בלבוב.  - למד בגימנסיה ”הרצליה” בתל אביב.  - למד פילוסופיה באוניברסיטה העברית בירושלים.  - למד בבית הספר הגבוה למשפט בירושלים.  - מוסמך לעורך דין.'],,"- היה פעיל ב”הגנה”.
- במלחמת העצמאות שירת בחטיבת ירושלים.
- שירת גם כתובע צבאי וכנשיא בית-המשפט הצבאי.",
323,האוזר צבי,Zvi Hauser,"ט' בתמוז תשכ""ח, 05/07/1968",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1017,רמת-גן-ישראל,32.08227,34.81065,ישראל,"21,23,22-חבר כנסת ה","21,23,22","['תואר ראשון במשפטים, אוניברסיטת תל אביב']",['מקצוע\nעורך דין'],"שירות צבאי
סמ""ר",
324,הדר עמוס,,07/09/1923,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=374,נהלל-ישראל,32.6904,35.19648,ישראל,"חבר הכנסת ה-8, 9","8 ,9",['תיכונית'],,,
325,הופמן רונן,,19/07/1963,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=869,עפולה-ישראל,32.63221,35.32533,ישראל,חבר הכנסת ה-19,19,"['PhD – ד”ר ללימודי מלחמה, קינגס קולג`, לונדון']",,סמ”ר,אנגלית
326,הורביץ יגאל,,15/10/1918,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=375,נחלת-יהודה-ישראל,31.98057,34.80788,ישראל,"חבר הכנסת ה-7, 8, 9, 10, 11, 12","7 ,8 ,9 ,10 ,11 ,12",['בית-ספר תיכון בנהלל'],,,
327,הורוביץ ניצן,Nitzan Horowitz,"כ""ב באדר תשכ""ה, 24/02/1965",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=843,רחובות-ישראל,31.89421,34.81199,ישראל,"19,23,18,22-חבר כנסת ה","19,23,18,22","['- בוגר הפקולטה למשפטים, אוניברסיטת תל-אביב  - התמחות בפרקליטות מחוז תל-אביב ובבית-המשפט בתל-אביב  - עורך דין – חבר לשכת עורכי הדין מ-1992']","['מקצוע\n- עורך דין, - עיתונאי, - יוצר דוקומנטרי']","שירות צבאי
1987–1983, כולל שנת קבע,
ב”גלי צה”ל”",
328,הורוביץ הלל אילן,,"י""ט בניסן תשכ""ד, 31/03/1964",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=908,אשקלון-ישראל,31.66926,34.57149,ישראל,חבר הכנסת ה-19,19,"['- תואר ראשון במינהל עסקים, טורו קולג`  - תואר שני במינהל עסקים, הקריה האקדמית קריית אונו  - הסמכה לרבנות, הרבנות הראשית לישראל']",,"רס”ן, רב צבאי בקבע",אנגלית
329,הירשזון אברהם,,11/02/1941,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=42,תל-מונד-ישראל,32.24995,34.91737,ישראל,"חבר הכנסת ה-10, 13, 14, 15, 16, 17","10 ,13 ,14 ,15 ,16 ,17",['אקדמאית חלקית'],,סמ”ר,אנגלית
330,הכהן דוד,,20/10/1898,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=376,הומל-רוסיה,60,100,רוסיה,"חבר הכנסת ה-1, 2, 3, 4, 5, 6","1 ,2 ,3 ,4 ,5 ,6",['- לימודים בחדר מתוקן בהומל  - לימודים בגימנסיה ”הרצליה” בתל-אביב  - בשנים 1919–1923 למד כלכלה בבית-ספר לכלכלה בלונדון.'],,"- בשנת 1916 התגייס לצבא הטורקי ובמסגרתו שירת במלחמת העולם הראשונה.
- במלחמת העולם השנייה שירת כקצין קשר בין ארגון ”ההגנה” לצבא הבריטי ולמודיעין הבריטי.",
331,הכהן מנחם,,26/07/1932,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=377,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-8, 9, 10, 11","8 ,9 ,10 ,11",['- לימודים בישיבה הגבוהה ”ישיבת חברון” בירושלים  - מוסמך לרבנות'],,"- שירות בנח”ל, 1951
- רב צבאי בחיל-הים, 1955–1956",
332,הכרמלי אליהו,,01/08/1891,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=378,חיפה-ישראל,32.81841,34.9885,ישראל,"חבר הכנסת ה-1, 2","1 ,2",['- לימודים בבית הספר של חברת כי”ח בחיפה  - לימודים בבית המדרש למורים של כי”ח בפריז'],,,
333,הלוי בנימין,,06/05/1910,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=379,וייזנפלד-גרמניה,51.5,10.5,גרמניה,"חבר הכנסת ה-7, 8, 9","7 ,8 ,9","['- למד באוניברסיטאות פרייבורג, גטינגן וברלין.  - דוקטור למשפטים (אוניברסיטת ברלין).  - בשנים 1933–1934 היה בהכשרה בקבוצת דגניה.  - מוסמך לעורך-דין (1938).']",['שופט'],,
334,הלוי עמית,עמית הלוי,,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1044,ישראל,31.5,34.75,ישראל,חברי הכנסת ה-23,,,,,
335,הלל שלמה,,09/04/1923,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=380,בגדאד-עיראק,33,44,עיראק,"חבר הכנסת ה-2, 3, 8, 9, 10, 11, 12","2 ,3 ,8 ,9 ,10 ,11 ,12","['- בוגר הגימנסיה ”הרצליה”  - לימודי מדעי המדינה, כלכלה ומינהל ציבורי, האוניברסיטה העברית']",,,
336,הלפרט שמואל,,"ט""ז בשבט תרצ""ט, 05/02/1939",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=43,קלוז`-רומניה,46,25,רומניה,"חבר הכנסת ה-10, 12, 13, 14, 15, 16, 17","10 ,12 ,13 ,14 ,15 ,16 ,17","[""ישיבת ויז'ניץ, סמיכות לרבנות""]",['מחנך'],,"יידיש, גרמנית, רומנית"
337,המר זבולון,,31/05/1936,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=44,חיפה-ישראל,32.81841,34.9885,ישראל,"חבר הכנסת ה-7, 8, 9, 10, 11, 12, 13, 14","7 ,8 ,9 ,10 ,11 ,12 ,13 ,14",['- בוגר אוניברסיטת בר-אילן במדעי היהדות ובמקרא  -\xa0בעל תעודת הוראה  -\xa0בוגר המכללה לביטחון לאומי'],['מחנך'],בנח”ל ובשריון,"שפות
אנגלית"
338,הן יחזקאל,,01/01/1908,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=381,בורוסלב-רוסיה,60,100,רוסיה,חבר הכנסת ה-2,2,['- השכלה תורנית  - קורסים פדגוגים בגרודנו ובסמינר למורים של ”תרבות” בקייב'],,,
339,הנגבי צחי,Tzachi Hanegbi,"כ""ה באדר תשי""ז, 26/02/1957",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=45,ירושלים-ישראל,31.78199,35.21961,ישראל,"18,17,21,16,13,15,20,14,19,23,22,12-חבר כנסת ה","18,17,21,16,13,15,20,14,19,23,22,12",['- בוגר החוג ליחסים בין-לאומיים באוניברסיטה העברית  בירושלים  - בוגר הפקולטה למשפטים באוניברסיטה העברית בירושלים'],['מקצוע\nעורך דין'],"שירות צבאי
חטיבת הצנחנים – בדרגת סמל (1974–1977)",
340,הנדל צבי,,"כ""ב בתשרי תש""י, 16/10/1949",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=46,טרנסילבניה-רומניה,46,25,רומניה,"חבר הכנסת ה-14, 15, 16, 17","14 ,15 ,16 ,17",['תיכונית ואקדמית (ללא תואר)'],['בעל משק חקלאי'],"- מדריך נוער
- יחידת סיור בתותחנים","שפות
יידיש, הונגרית"
341,הנדל יועז,Yoaz Hendel,"י""ב בסיוון תשל""ה, 22/05/1975",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=997,פתח-תקווה-ישראל,32.08707,34.88747,ישראל,"21,23,22-חבר כנסת ה","21,23,22","['- תואר ראשון בחוג להיסטוריה, אוניברסיטת תל אביב  - תואר שני בחוג להיסטוריה, אוניברסיטת תל אביב  - תואר שלישי בהיסטוריה צבאית, אוניברסיטת תל אביב. נושא עבודת הדוקטורט: ""אמצעי המודיעין בעולם העתיק – ממרד החשמונאים ועד מרד בר כוכבא"".']","['מקצוע\nעיתונאי, היסטוריון']","שירות צבאי
- מ""פ לוחמים בשייטת 13
- סגן אלוף במילואים",
342,העצני אליקים,,22/06/1926,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=382,קיל-גרמניה,54.32133,10.13489,גרמניה,חבר הכנסת ה-12,12,['- למד בבית ספר בקיל.  - למד בבית ספר דתי בירושלים.  - למד בסמינר הדתי למורים ע”ש ליפשיץ.  - למד משפטים באוניברסיטה העברית.  - מוסמך לעו”ד.'],,,
343,הקטין רות,,18/12/1901,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=383,סוסניצה-אוקראינה,49,32,אוקראינה,"חברת הכנסת ה-3, 4, 5, 6","3 ,4 ,5 ,6",['תיכונית'],,,
344,הראל יהודה,,11/11/1934,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=47,ברלין-גרמניה,52.52437,13.41053,גרמניה,חבר הכנסת ה-14,14,['תואר שני בהיסטוריה מאוניברסיטת תל אביב'],,נח”ל,אנגלית
345,הראל אהרן,,13/04/1932,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=384,פינסק-פולין,52,20,פולין,"חבר הכנסת ה-10, 11","10 ,11","['- למד בבית-הספר התיכון ע”ש קלעי בגבעתיים.  - למד בבית-הספר למשפט וכלכלה בתל-אביב.  - בעל תואר ראשון בכלכלה וסטטיסטיקה מהאוניברסיטה העברית  ותואר שני בבעיות ניהול, יחסי עבודה וניהול כוח-אדם מהטכניון.']",,,
346,הראל בן-ציון,,03/06/1892,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=386,גולדינגן-לטביה,57,25,לטביה,"חבר הכנסת ה-2, 3","2 ,3",['- למד ב”חדר” ובגימנסיה בלטביה.  - למד באוניברסיטאות ציריך (כימיה) וברן (רפואה).  - דוקטור לרפואה (1916).'],,,
347,הראל איסר,,01/01/1912,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=385,ויטבסק-רוסיה,60,100,רוסיה,חבר הכנסת ה-7,7,,,סגן אלוף,
348,הרינג זאב,,01/01/1910,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=387,פשמישל-גליציה,49.78498,22.76728,גליציה,חבר הכנסת ה-7,7,['- למד בבית-ספר ובגימנסיה בפשמישל.  - למד משפטים באוניברסיטת ורשה.  - למד בבית-הספר לכלכלה ולמדעי החברה בלונדון.'],,"- בסוף 1940 התנדב לצבא הבריטי.
- שירת בבריגדה היהודית.
- השתתף בפעולות ההצלה של שארית הפליטה ובארגון ”הבריחה” (1945–1946).",
349,הרליץ אסתר,,09/10/1921,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=388,ברלין-גרמניה,52.52437,13.41053,גרמניה,"חברת הכנסת ה-8, 9","8 ,9",['- לימודים בבית-הספר התיכון בבית-הכרם.  - לימודים בבית-המדרש למורים ע”ש דוד ילין.  - לימודים בבית-הספר לשירות החוץ.'],,,
350,הרמן זינה,,28/04/1914,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=389,לונדון-אנגליה,51.50853,-0.12574,אנגליה,חברת הכנסת ה-7,7,['בוגרת בית-הספר לכלכלה ומדע המדינה של לונדון'],,,
351,הרפז נטע,,01/01/1893,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=390,קוסובה-(פלך-שדליץ)-פולין,52,20,פולין,חבר הכנסת ה-1,1,['למד ב”חדר” ובישיבות שדליץ ולושיץ'],,,
352,הרצוג חיים,,17/09/1918,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=391,בלפסט-אירלנד,54.58333,-5.95,אירלנד,חבר הכנסת ה-10,10,['- לימודים בבית-הספר התיכון ”ווסלי” בדבלין  - לימודים בישיבות ”חברון” ו”מרכז הרב”  - לימודים בבית-הספר למשפטים של ממשלת המנדט בארץ-ישראל  - לימודי משפטים באוניברסיטאות לונדון וקיימבריג`  - קבלת הסמכה במשפטים  - בוגר המכללה הצבאית המלכותית של בריטניה'],,"- בתקופת מאורעות 1936–1938 שירת ב”הגנה”.
- במלחמת העולם השנייה שירת בצבא הבריטי והשתתף בפלישה לנורמנדי ובקרבות בצרפת, בלגיה, הולנד וגרמניה.
- השתתף בשחרור כמה ממחנות הריכוז הגרמניים.
- לקראת סוף המלחמה שירת כראש המודיעין הבריטי בצפון-גרמניה.
- בשנת 1946 השתחרר מהצבא הבריטי בדרגת סגן-אלוף.
- במלחמת העצמאות שירת כקצין המבצעים של חטיבה 7 שלחמה בקרב על לטרון.
- בשנים 1948–1950 עמד בראש מחלקת המודיעין של צה”ל.
- בשנים 1950–1954 כיהן כנספח הצבאי של נציגות ישראל בארצות-הברית ובקנדה.
- בשנים 1954–1957 שירת כמפקד חטיבת ירושלים.
- בשנים 1957–1959 שירת כראש מטה פיקוד הדרום.
- בשנים 1959–1962 עמד בראש אגף המודיעין של צה”ל.
- בשנת 1962 פרש משירות פעיל בצה”ל בדרגת אלוף.
- בתום מלחמת ששת הימים התמנה למושל הצבאי של ירושלים והגדה המערבית.
",
