Column,name,position,govermmrnt number,educaction,occupations,army_service,party
281,בנטוב מרדכי,שר השיכון,13,['- לימודים בגימנסיה בפולין  - שתי שנות לימודי משפטים באוניברסיטת ורשה  - מוסמך למשפטים מטעם בית-הספר המנדטורי למשפטים בירושלים'],['עיתונאי'],,
282,כרמל משה,שר התחבורה,13,['- למד ב”חדר” ובבית-ספר.  - למד היסטוריה ופילוסופיה באוניברסיטה העברית.  - למד במכון למדעי המדינה בפריז.'],,"- שירת ב”הגנה” ועסק בהדרכת מפקדים.
- ערב מלחמת העצמאות היה מפקד מחוז חיפה ומפקד חזית הצפון.
- פיקד על שחרור חיפה, עכו והגליל.
- בשנת 1950 פרש מצה”ל בדרגת אלוף.",מערך
283,קול משה,שר התיירות,13,['- לימודים ב”חדר” מתוקן  - לימודים בגימנסיה העברית ”תרבות” בפינסק  - לימודים באוניברסיטה העברית'],,,ל”ע
284,אלון יגאל,השר לקליטת עלייה,13,"['- לימודים תיכוניים בבית הספר החקלאי ”כדורי”  - 1960–1962 – לימודי פילוסופיה, פוליטיקה וכלכלה באוניברסיטת אוקספורד']",,"- שירות בארגון ”ההגנה”. בשנת 1937 גויס לפלוגות השדה (פו”ש).
- שימש במגוון תפקידים ב”הגנה” ובפלמ”ח.
- היה מפקד חילות השדה (החי”ש) בגליל.
- בשנת 1941, עם הקמת הפלמ”ח, מונה למפקד פלוגה.
- השתתף בכוח הפלמ”ח אשר פלש ללבנון ולסוריה בשיתוף פעולה עם הצבא הבריטי (כחלק ממהלכי מלחמת העולם השנייה).
- כמפקד הפלמ”ח ניהל מערכה נגד הכנופיות הערביות ופיקד על תקיפת מתקנים אזרחיים וצבאיים של הממשל הבריטי.
- פיקד על פעולות הפלמ”ח בסיוע לעלייה הבלתי-ליגלית ובהקמת יישובים חדשים בניגוד לעמדת המנדט הבריטי.
- במלחמת העצמאות עסק בשילוב יחידות הפלמ”ח בצבא שהחל להיבנות, ייסד את חטיבת ”יפתח” והיה למפקדה הראשון.
- כמפקד חטיבת ”יפתח” ניהל את הקרבות נגד צבאות סוריה, לבנון וצבא ההצלה של קאוקג`י בגליל ופיקד על שחרור צפת, לוד, רמלה ופרוזדור ירושלים.
- לאחר הקמת צה”ל מונה למפקד חזית הדרום ופיקד על מהלכי צה”ל שהובילו לשחרור באר-שבע, אילת ושטחים נוספים בנגב.
- בשנת 1950, עם החלטתו של בן-גוריון לפרק את הפלמ”ח, עזב את השירות הצבאי הפעיל.",מערך
285,ספיר פנחס,שר במשרד ראש הממשלה,13,['למד בבית-ספר דתי ממשלתי-למחצה ”תחכמוני” בווארשה.'],,,מערך
286,דינשטיין צבי,סגן שר האוצר,13,['- למד בבית-הספר התיכון למסחר ”גאולה” בתל-אביב.  - למד באוניברסיטה העברית ובאוניברסיטת ז`נבה.  - בעל תואר דוקטור.'],,,מערך
287,דינשטיין צבי,סגן שר הביטחון,13,['- למד בבית-הספר התיכון למסחר ”גאולה” בתל-אביב.  - למד באוניברסיטה העברית ובאוניברסיטת ז`נבה.  - בעל תואר דוקטור.'],,,מערך
288,שחור בנימין,סגן שר הדתות,13,['חינוך תורני'],,,מפד”ל
289,כהנא קלמן,סגן שר החינוך והתרבות,13,"['- קיבל חינוך מסורתי.  - למד בגימנסיה היהודית בברודי.  - בוגר בית-המדרש לרבנים מיסודו של הרב עזריאל הילדסהיימר בברלין.  - למד באוניברסיטאות ברלין ווירצבורג (פילוסופיה, שפות שמיות, היסטוריה ופדגוגיה).  - בעל תואר דוקטור לפילוסופיה.']",,,פועלי אגודת ישראל
290,אוזן אהרן,סגן שר החקלאות ופיתוח הכפר,13,['- לימודים בבית-ספר עממי במוקנין  - לימודים בקולג` בעיר סוס'],,,מערך
291,אליאב אריה לובה,סגן שר המסחר והתעשיה,13,['- לימודים בבית-הספר הלפרין ובגימנסיה הרצליה בתל-אביב  - תואר ראשון בהיסטוריה כללית וסוציולוגיה באוניברסיטה העברית בירושלים'],"['סוציולוג, מורה']","- בשנת 1936 הצטרף לארגון ”ההגנה”.
- בשנים 1941–1945 שירת בצבא הבריטי.
- לאחר קום המדינה שירת בחיל הים ובתום מלחמת העצמאות השתחרר בדרגת סגן אלוף.",מערך
292,שערי יהודה,סגן שר הפיתוח,13,"['- בית הספר תיכון בסירט  - אוניברסיטת צ`רנוביץ, רומניה  - בית הספר הגבוה למשפט ולכלכלה, תל אביב  - מוסמך לעורך דין  - תואר שני במדע המדינה באוניברסיטת תל אביב']",,,ל”ע
293,בן-מאיר שלמה ישראל,סגן שר הפנים,13,['- ישיבת ”ר` יצחק אלחנן” ו”ישיבה יוניברסיטי”  - אוניברסיטת ניו-יורק  - מוסמך לרבנות ובעל תואר דוקטור למשפטים'],,,מפד”ל
294,אליאב אריה לובה,סגן השר לקליטת עלייה,13,['- לימודים בבית-הספר הלפרין ובגימנסיה הרצליה בתל-אביב  - תואר ראשון בהיסטוריה כללית וסוציולוגיה באוניברסיטה העברית בירושלים'],"['סוציולוג, מורה']","- בשנת 1936 הצטרף לארגון ”ההגנה”.
- בשנים 1941–1945 שירת בצבא הבריטי.
- לאחר קום המדינה שירת בחיל הים ובתום מלחמת העצמאות השתחרר בדרגת סגן אלוף.",מערך
295,מאיר גולדה,ראש הממשלה,14,['בוגרת בית-המדרש למורות במילווקי ובעלת תעודת הוראה'],,,מערך
296,אלון יגאל,סגן ראש הממשלה,14,"['- לימודים תיכוניים בבית הספר החקלאי ”כדורי”  - 1960–1962 – לימודי פילוסופיה, פוליטיקה וכלכלה באוניברסיטת אוקספורד']",,"- שירות בארגון ”ההגנה”. בשנת 1937 גויס לפלוגות השדה (פו”ש).
- שימש במגוון תפקידים ב”הגנה” ובפלמ”ח.
- היה מפקד חילות השדה (החי”ש) בגליל.
- בשנת 1941, עם הקמת הפלמ”ח, מונה למפקד פלוגה.
- השתתף בכוח הפלמ”ח אשר פלש ללבנון ולסוריה בשיתוף פעולה עם הצבא הבריטי (כחלק ממהלכי מלחמת העולם השנייה).
- כמפקד הפלמ”ח ניהל מערכה נגד הכנופיות הערביות ופיקד על תקיפת מתקנים אזרחיים וצבאיים של הממשל הבריטי.
- פיקד על פעולות הפלמ”ח בסיוע לעלייה הבלתי-ליגלית ובהקמת יישובים חדשים בניגוד לעמדת המנדט הבריטי.
- במלחמת העצמאות עסק בשילוב יחידות הפלמ”ח בצבא שהחל להיבנות, ייסד את חטיבת ”יפתח” והיה למפקדה הראשון.
- כמפקד חטיבת ”יפתח” ניהל את הקרבות נגד צבאות סוריה, לבנון וצבא ההצלה של קאוקג`י בגליל ופיקד על שחרור צפת, לוד, רמלה ופרוזדור ירושלים.
- לאחר הקמת צה”ל מונה למפקד חזית הדרום ופיקד על מהלכי צה”ל שהובילו לשחרור באר-שבע, אילת ושטחים נוספים בנגב.
- בשנת 1950, עם החלטתו של בן-גוריון לפרק את הפלמ”ח, עזב את השירות הצבאי הפעיל.",מערך
297,זאב שרף,שר האוצר,14,,,,מערך
298,דיין משה,שר הביטחון,14,['- לימודים בבית-הספר החקלאי בנהלל  - לימודים בבית-הספר לפיקוד ומטה של הצבא הבריטי  - לימודי משפטים באוניברסיטה העברית בירושלים ובאוניברסיטת תל-אביב'],,"- במאורעות 1936–1939 שירת במשטרת היישובים העבריים בעמק יזרעאל ובגליל.
- בשנים 1938–1939 שירת בפלוגות השדה ובפלוגות הלילה המיוחדות שהקים צ`רלס אורד וינגייט.
- בשנת 1941 הצטרף לכוח לחימה של ה”הגנה”, ששיתף פעולה עם הצבא הבריטי בכיבוש לבנון מידי כוחות וישי. באחת הפעולות נפצע ואיבד את עינו השמאלית.
- בתחילת מלחמת העצמאות פיקד על הגנת היישובים היהודים בעמק הירדן.
- באביב 1948 שירת כמפקד גדוד 89 שלחם ברמלה ובלוד ומאוחר יותר עצר את הכוחות המצריים בחזית הדרומית.
- באוגוסט 1948 נתמנה למפקד חזית ירושלים והגיע להסכם הפסקת אש עם מפקד הלגיון הערבי בירושלים.
- באביב 1949 השתתף בשיחות על הסכמי שביתת הנשק בין ישראל למצרים ולירדן שהתקיימו ברודוס.
- באוקטובר 1949 נתמנה לאלוף פיקוד הדרום.
- ביוני 1952 נתמנה לאלוף פיקוד הצפון.
- בדצמבר 1952 נתמנה לראש אגף מבצעים (אג”ם) במטכ”ל.
- בשנים 1953–1958 כיהן כרמטכ”ל הרביעי של מדינת ישראל.
- במבצע סיני, בשנת 1956, הנהיג את צה”ל לניצחון.",מערך
299,ברזילי ישראל,שר הבריאות,14,"['למד ב”חדר”, בגימנסיה היהודית בוולוצלבק ובקונסרבטוריון בפריז.']",,,
300,ישעיהו-שרעבי ישראל,שר הדואר,14,"['- לימודים ב”חדר” ובישיבת הרב יחיא אלקפח  - קורסים בכלכלה, בספרות ובסוציולוגיה']",,,מערך
301,ורהפטיג זרח,שר הדתות,14,['- למד משפטים באוניברסיטת ורשה.  - בעל תואר דוקטור למשפטים מהאוניברסיטה העברית.'],['מרצה למשפט עברי'],,מפד”ל
302,אבן אבא,שר החוץ,14,"['- למד בבית-הספר סנט-אולאף, לונדון.  - למד בקווינס קולג`, קמבריג`.']",,,מערך
303,ארן זלמן,שר החינוך והתרבות,14,"['- לימודים ב”חדר” ובישיבות ביקטרינוסלב, בקרמנצ`וק וביליסבטגרד  - לימודי ערב בגימנסיה ביוזובקה  - לימודים במכון למדעים עיוניים ובמכון לחקלאות בחרקוב']",,,מערך
304,גבתי חיים,שר החקלאות,14,"['למד ב”חדר”, בבית-ספר כללי לילדים יהודים ובסמינר למורים עבריים ”תרבות” בווילנה.']",,,מערך
305,זאב שרף,שר המסחר והתעשיה,14,,,,מערך
